_id,subject,difficulty,difficultyScore,questionText,optionA,optionB,optionC,optionD,correctAnswer,explanation,graph,tags,metadata.generatedBy,metadata.generatedAt,metadata.timesUsed,metadata.averageAccuracy,metadata.averageTimeSpent,createdAt,updatedAt
batch02-math-011,math,easy,4,Which inequality solution satisfies 12 - 3x ≥ 0?,7,5,3,4,D,Rearrange 12 - 3x ≥ 0 and divide by -3 (remember to flip the inequality) to get x ≥ 4.,,heart of algebra|inequalities,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-012,math,easy,4,Which inequality solution satisfies -8 + 4x ≤ 16?,5,6,7,9,B,Rearrange -8 + 4x ≤ 16 and divide by 4 (remember to flip the inequality) to get x ≤ 6.,,heart of algebra|inequalities,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-013,math,medium,6,Which inequality solution satisfies 20 - 5x ≥ -5?,5,8,4,6,A,Rearrange 20 - 5x ≥ -5 and divide by -5 (remember to flip the inequality) to get x ≥ 5.,,heart of algebra|inequalities,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-014,math,medium,6,Which inequality solution satisfies 7 + 2x ≤ 15?,5,3,4,7,C,Rearrange 7 + 2x ≤ 15 and divide by 2 (remember to flip the inequality) to get x ≤ 4.,,heart of algebra|inequalities,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-015,math,easy,4,"A line has slope -3 and passes through (2, -1). What is its y-intercept?",7,5,-5,2,B,"Use y = mx + b → -1 = -3(2) + b, so b = 5.",,heart of algebra|slope intercept,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-016,math,easy,4,"A line has slope 5 and passes through (-1, 4). What is its y-intercept?",-9,9,6,11,B,"Use y = mx + b → 4 = 5(-1) + b, so b = 9.",,heart of algebra|slope intercept,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-017,math,medium,6,"A line has slope 1.5 and passes through (4, 10). What is its y-intercept?",1,6,-4,4,D,"Use y = mx + b → 10 = 1.5(4) + b, so b = 4.",,heart of algebra|slope intercept,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-018,math,medium,6,"A line has slope -0.5 and passes through (-6, 9). What is its y-intercept?",3,-6,6,8,C,"Use y = mx + b → 9 = -0.5(-6) + b, so b = 6.",,heart of algebra|slope intercept,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-019,math,hard,8,"A line has slope 2 and passes through (7, -3). What is its y-intercept?",-17,-20,17,-15,A,"Use y = mx + b → -3 = 2(7) + b, so b = -17.",,heart of algebra|slope intercept,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-020,math,medium,6,Solve the system: 2x + 3y = 24 and x - y = 5. What is the value of x?,9.8,8.8,6.8,7.8,D,"From x - y = 5, x = y + 5. Substitute into 2x + 3y = 24 to find y = 2.8, then x = 7.8.",,heart of algebra|systems of equations,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-021,math,medium,6,Solve the system: 4x + -2y = 18 and x - y = 3. What is the value of x?,5,7,6,8,C,"From x - y = 3, x = y + 3. Substitute into 4x + -2y = 18 to find y = 3, then x = 6.",,heart of algebra|systems of equations,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-022,math,medium,6,Solve the system: 5x + 5y = 50 and x - y = 2. What is the value of x?,7,6,8,5,B,"From x - y = 2, x = y + 2. Substitute into 5x + 5y = 50 to find y = 4, then x = 6.",,heart of algebra|systems of equations,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-023,math,hard,8,Solve the system: 7x + 4y = 46 and x - y = 6. What is the value of x?,8.36,5.36,6.36,7.36,C,"From x - y = 6, x = y + 6. Substitute into 7x + 4y = 46 to find y = 0.36, then x = 6.36.",,heart of algebra|systems of equations,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-024,math,easy,4,The quadratic function f(x) = (x - -2)^2 + 5 is graphed. What is the minimum value of f(x)?,5,7,2,-5,A,"Vertex form shows the minimum (or maximum) value is the constant term when the parabola opens upward, so min = 5.",,passport to advanced math|quadratics,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-025,math,easy,4,The quadratic function f(x) = (x - 3)^2 + -4 is graphed. What is the minimum value of f(x)?,-4,4,-7,-2,A,"Vertex form shows the minimum (or maximum) value is the constant term when the parabola opens upward, so min = -4.",,passport to advanced math|quadratics,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-026,math,medium,6,The quadratic function f(x) = (x - 1)^2 + 8 is graphed. What is the minimum value of f(x)?,10,8,5,-8,B,"Vertex form shows the minimum (or maximum) value is the constant term when the parabola opens upward, so min = 8.",,passport to advanced math|quadratics,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-027,math,medium,6,The quadratic function f(x) = (x - -4)^2 + -6 is graphed. What is the minimum value of f(x)?,-9,6,-6,-4,C,"Vertex form shows the minimum (or maximum) value is the constant term when the parabola opens upward, so min = -6.",,passport to advanced math|quadratics,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-028,math,hard,8,The quadratic function f(x) = (x - 5)^2 + -9 is graphed. What is the minimum value of f(x)?,-12,-9,-7,9,B,"Vertex form shows the minimum (or maximum) value is the constant term when the parabola opens upward, so min = -9.",,passport to advanced math|quadratics,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-029,math,easy,4,What are the solutions to x^2 - 9x + 14 = 0?,x = 2 or x = 7,x = 3 or x = 8,x = -2 or x = -7,x = 0 or x = 5,A,Factor to (x - 2)(x - 7) = 0.,,passport to advanced math|quadratic roots,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-030,math,medium,6,What are the solutions to x^2 - -1x + -12 = 0?,x = -4 or x = 3,x = -3 or x = 4,x = --4 or x = -3,x = -6 or x = 1,A,Factor to (x - -4)(x - 3) = 0.,,passport to advanced math|quadratic roots,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-031,math,medium,6,What are the solutions to x^2 - 14x + 45 = 0?,x = 5 or x = 9,x = 6 or x = 10,x = -5 or x = -9,x = 3 or x = 7,A,Factor to (x - 5)(x - 9) = 0.,,passport to advanced math|quadratic roots,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-032,math,medium,6,A city’s bike-share membership grows by 10% per year from 800 riders. How many after 3 years?,851.84,1277.76,1064.8,800,C,Growth formula: 800(1 + 0.1)^3 = 1064.8.,,passport to advanced math|exponential growth,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-033,math,medium,6,"A chemical sample loses 18% of its mass per hour from 1,200 grams. How much remains after 2 hours?",1200,645.5,968.26,806.88,D,Decay formula: 1200(1 - 0.18)^2 = 806.88.,,passport to advanced math|exponential decay,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-034,math,hard,8,A fundraiser’s donor pool grows 25% each quarter starting at 450 donors. How many after 4 quarters?,1318.36,1098.63,878.91,450,B,Growth formula: 450(1 + 0.25)^4 = 1098.63.,,passport to advanced math|exponential growth,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-035,math,medium,6,"One faucet fills a tank in 18 minutes while a drain empties it in 45 minutes. If both operate, how many minutes to fill the tank?",22,40,30,35,C,Net rate = 1/18 - 1/45; time = 1 / net rate = 30 minutes.,,problem solving and data analysis|rates,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-036,math,medium,6,"One faucet fills a tank in 30 minutes while a drain empties it in 50 minutes. If both operate, how many minutes to fill the tank?",85,80,75,67,C,Net rate = 1/30 - 1/50; time = 1 / net rate = 75 minutes.,,problem solving and data analysis|rates,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-037,math,easy,4,A rectangle has length 18 meters and width 7 meters. What is its area?,25 m²,54 m²,105 m²,126 m²,D,Area = length × width = 18 × 7 = 126 m².,,geometry|area,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-038,math,medium,6,A right triangle has legs 9 and 12. What is the length of the hypotenuse?,13,14,15,16,C,Hypotenuse = √(9² + 12²) = √225 = 15.,,geometry|pythagorean theorem,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-039,math,medium,6,The line graph shows quarterly revenue for two products. In which quarter does Product Y surpass Product X?,Q1,Q2,Q3,Q4,C,Product Y overtakes Product X in Q3 as shown by the intersection of the lines.,"{""type"":""line"",""data"":[{""quarter"":""Q1"",""productX"":18,""productY"":12},{""quarter"":""Q2"",""productX"":22,""productY"":19},{""quarter"":""Q3"",""productX"":21,""productY"":25},{""quarter"":""Q4"",""productX"":26,""productY"":28}],""config"":{""title"":""Quarterly Revenue (Millions)"",""xLabel"":""Quarter"",""yLabel"":""Revenue"",""showLegend"":true,""dataKeys"":[""productX"",""productY""],""showGrid"":true}}",problem solving and data analysis|line graph comparison,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-040,math,medium,6,A circle has radius 6 centimeters. What is its circumference? (Use π ≈ 3.14),12.56 cm,18.84 cm,28.26 cm,37.68 cm,D,Circumference = 2πr ≈ 2 × 3.14 × 6 = 37.68 cm.,,geometry|circles,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-041,math,hard,8,"Vector u = <3, -2> and v = <-1, 4>. What is the magnitude of u + v?",√5,√8,√10,√13,B,"u + v = <2, 2>; |u + v| = √(2² + 2²) = √8.",,geometry|vectors,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-042,math,hard,8,"In △ABC, AB = 12, AC = 15, and cos(A) = 4/5. Find BC to the nearest tenth.",10.2,11.6,12.8,13.4,B,Use Law of Cosines with cos(A) = (AB² + AC² - BC²) / (2·AB·AC). Solve for BC.,,geometry|law of cosines,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-043,math,easy,4,A cylinder has radius 4 centimeters and height 10 centimeters. What is its volume? (Use π ≈ 3.14),125.6 cm³,200.9 cm³,251.2 cm³,502.4 cm³,D,Volume = πr²h ≈ 3.14 × 16 × 10 = 502.4 cm³.,,geometry|solid geometry,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-044,math,medium,6,A trapezoid has bases measuring 14 meters and 20 meters with a height of 6 meters. What is its area?,68 m²,96 m²,102 m²,204 m²,C,Area = 0.5 × (14 + 20) × 6 = 102 m².,,geometry|area,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-045,math,medium,6,A sector of a circle with radius 9 inches subtends a central angle of 60°. What is its area? (Use π ≈ 3.14),28.3 in²,42.4 in²,84.8 in²,113.0 in²,B,Sector area = (θ/360)πr² = (60/360) × 3.14 × 81 ≈ 42.4 in².,,geometry|circles,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-046,math,medium,6,The scatter plot shows study hours and quiz scores for five students. Which point represents the greatest increase per hour compared with the previous student?,Student B,Student C,Student D,Student E,C,Student D’s score jumps most steeply between consecutive points.,"{""type"":""scatter"",""data"":[{""student"":""A"",""hours"":2,""score"":68},{""student"":""B"",""hours"":3,""score"":74},{""student"":""C"",""hours"":4,""score"":79},{""student"":""D"",""hours"":5,""score"":90},{""student"":""E"",""hours"":6,""score"":94}],""config"":{""title"":""Study Hours vs Quiz Score"",""xLabel"":""Hours"",""yLabel"":""Score"",""showGrid"":true}}",problem solving and data analysis|scatter plots,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-047,math,medium,6,A right triangle has hypotenuse 17 and one leg 8. What is sin of the angle opposite the 8-unit leg?,8/17,15/17,8/15,17/8,A,"Other leg is √(17² - 8²) = 15, so sin θ = opposite/hypotenuse = 8/17.",,geometry|trigonometry,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-048,math,medium,6,"A warehouse inventory pie chart (shown) records shipments: Electronics 30%, Apparel 25%, Home Goods 20%, Books 15%, Other 10%. What percent of shipments are Electronics and Books combined?",35%,40%,45%,55%,C,Electronics + Books = 30% + 15% = 45%.,"{""type"":""pie"",""data"":[{""name"":""Electronics"",""value"":30},{""name"":""Apparel"",""value"":25},{""name"":""Home Goods"",""value"":20},{""name"":""Books"",""value"":15},{""name"":""Other"",""value"":10}],""config"":{""title"":""Distribution of Shipments (%)"",""showLegend"":true}}",problem solving and data analysis|pie charts,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-049,math,medium,6,The histogram displays daily water use (gallons) for 40 homes. Which range contains the median usage?,30–39 gallons,40–49 gallons,50–59 gallons,60–69 gallons,C,Cumulative frequencies place the 20th data point in the 50–59 bin.,"{""type"":""histogram"",""data"":[{""range"":""30-39"",""homes"":6},{""range"":""40-49"",""homes"":9},{""range"":""50-59"",""homes"":14},{""range"":""60-69"",""homes"":7},{""range"":""70-79"",""homes"":4}],""config"":{""title"":""Daily Water Use"",""xLabel"":""Gallons"",""yLabel"":""Number of Homes"",""dataKeys"":[""homes""],""showGrid"":true}}",problem solving and data analysis|histograms,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-math-050,math,hard,8,A sphere has surface area 452.16 square centimeters. What is its radius? (Use π ≈ 3.14),6 cm,7 cm,8 cm,9 cm,A,Surface area = 4πr² ⇒ r = √(452.16 / (4 × 3.14)) = √36 = 6 cm.,,geometry|surface area,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-051,reading,easy,4,"""The renovated greenhouse sits at the edge of campus, where Ella now catalogues seedlings for community gardens."" What is the main focus of the passage?",Ella’s dedication to organizing seedlings for public use,Arguments over greenhouse funding,Tourists visiting the greenhouse daily,Equipment problems that halted planting,A,The sentence highlights Ella’s work cataloguing seedlings for gardens.,,reading|information and ideas|main idea,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-052,reading,easy,4,"""The orchestra’s rehearsal paused when the conductor asked the brass section to listen for the clarinet’s quiet entrance."" What inference can be made about the conductor?",The conductor wants the musicians to balance dynamics.,The conductor is canceling the performance.,The conductor dislikes the brass section.,The conductor is leaving the rehearsal early.,A,"She asks the brass to listen so the clarinet can be heard, indicating balance.",,reading|information and ideas|inference,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-053,reading,medium,6,"""Rashad describes his drone mapping experiments with dry humor, noting that the prototype crashed so often it deserved its own parachute."" Which word best describes Rashad’s tone?",Somber,Amused,Irritated,Indifferent,B,"He jokes about crashes, indicating an amused tone.",,reading|craft and structure|tone,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-054,reading,medium,6,"""Because the glacier’s melt exposes sediment layers, geochemists can sample pollen grains to reconstruct historical forests."" What is the purpose of the sentence?",To explain how scientists gather evidence from the glacier,To warn tourists about glacier hazards,To describe the pollen’s aroma,To compare glaciers to deserts,A,It explains the method geochemists use.,,reading|information and ideas|purpose,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-055,reading,medium,6,"""Although the archive is small, its rotating exhibits feature journals, blueprints, and oral histories that reveal the river’s engineering past."" Which word best replaces ""small"" without changing the meaning?",Modest,Extravagant,Temporary,Ambiguous,A,“Modest” matches the sense of small scale.,,reading|craft and structure|vocabulary,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-056,reading,hard,8,"""At first, Jonah saw the mural as a cheerful collage; only later did the tangled circuitry remind him that the piece lamented lost manufacturing jobs."" What shift occurs in Jonah’s understanding?",He moves from dismissing the mural to recognizing its message about industry loss.,He decides the mural should be removed.,He plans to copy the mural onto postcards.,He stops caring about public art.,A,He recognizes the mural’s deeper commentary.,,reading|information and ideas|perspective,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-057,reading,medium,6,"""Sensors on the nesting platforms logged that the shorebirds departed ten days earlier than usual during the heat wave."" What does the data suggest?",Higher temperatures may trigger early departures.,Bird migrations are entirely random.,Heat waves stop migrations altogether.,Sensors caused the birds to depart.,A,"Departure coincided with heat, implying a link.",,reading|information and ideas|data relationships,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-058,reading,medium,6,"""The librarian’s color-coded spreadsheet initially annoyed the volunteers, yet it later solved disputes about who had already vetted which donations."" What does the passage imply?",The spreadsheet ultimately proved useful.,Volunteers ignored the librarian’s system.,The librarian deleted all records.,The donations were thrown away.,A,"Despite annoyance, the system resolved disputes.",,reading|information and ideas|function,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-059,reading,medium,6,"""Rather than measuring spices, Hakim listens for the skillet’s hiss and watches the sauce darken before adding chilies."" What does the figurative language suggest?",Hakim relies on sensory cues to cook.,Hakim refuses to use spices.,Hakim uses laboratory equipment.,Hakim hires assistants to cook.,A,Listening and watching show sensory intuition.,,reading|craft and structure|figurative language,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-060,reading,medium,6,"""After touring the seed bank, Pilar argued that conserving biodiversity requires both storage and restoring the riverbanks where native species once germinated."" Which claim does Pilar make?",Restoration must accompany storage.,Seed banks should be closed.,Only labs can protect biodiversity.,Rivers no longer support plants.,A,She insists preservation needs habitat restoration.,,reading|information and ideas|claims,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-061,reading,easy,4,"""Coach Alvarez’s two-sentence pep talk—“Trust your stride, breathe through the hills”—quieted the jittery cross-country team."" What effect did the coach’s words have?",They calmed the runners.,They caused an argument.,They canceled the meet.,They revealed a rule change.,A,The passage explicitly states it quieted nerves.,,reading|information and ideas|textual evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-062,reading,medium,6,"""Mira swapped the sensor’s heavy battery for a lighter pack, shaving half a pound but also cutting runtime from eight hours to five."" What trade-off does Mira make?",Less weight but shorter operating time.,More weight and shorter time.,Less weight and longer time.,No change in runtime.,A,She reduced weight but lost runtime.,,reading|information and ideas|cause and effect,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-063,reading,hard,8,"""The historian’s essay alternates between cataloging each canal gate and questioning whether maintaining them bankrupted the port."" How is the essay structured?",By alternating description with analysis.,By presenting dialogue only.,By listing random facts.,By quoting legislation exclusively.,A,It shifts between description and critique.,,reading|craft and structure|text structure,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-064,reading,medium,6,"""“These dunes hold decades of rainfall data,” the geologist said, holding a core that glittered with mica."" What does the metaphor convey?",The dunes preserve valuable historical information.,The dunes are man-made.,The dunes repel researchers.,The dunes contain gemstones.,A,Calling dunes a data archive shows they store history.,,reading|craft and structure|figurative language,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-065,reading,medium,6,"""The journalist juxtaposes a congested modern pier with a photo of five wooden skiffs, underscoring how the harbor transformed."" What is the journalist’s purpose?",To highlight how pier usage changed over time.,To promote photography workshops.,To minimize crowding.,To advertise boat rentals.,A,Comparing past and present shows change.,,reading|information and ideas|comparison,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-066,reading,medium,6,"""Margin notes—“verify calcium,” “pull sample Friday”—show the intern reasoning through her experiment on the page."" What do the notes reveal?",She is planning next steps in real time.,She has finished the experiment.,She is doodling unrelated sketches.,She ignores lab protocols.,A,The notes record immediate actions.,,reading|information and ideas|evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-067,reading,medium,6,"""Though the string quartet memorized every cue, the violist reminded them to leave space for her improvised solo."" What instruction is being given?",Allow flexibility for the solo.,Skip the solo entirely.,Play faster to finish sooner.,Replace the violist.,A,She asks them to create space.,,reading|information and ideas|purpose,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-068,reading,hard,8,"""Two abolitionist newspapers covered the same rally: one praised the precise resolutions; the other lamented that softer voices were drowned out."" What does the contrast show?",Eyewitnesses emphasize different aspects of events.,The rally never occurred.,Both papers opposed abolition.,The articles were plagiarized.,A,The differing focuses show perspective.,,reading|synthesis|multiple sources,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-069,reading,medium,6,"""Although this year’s otter survey counted fewer sightings, the lead biologist noted that swollen rivers made tracking difficult."" Which interpretation aligns with the passage?",Lower sightings may stem from poor conditions.,Otters have vanished from the river.,Counting conditions guarantee accuracy.,Swollen rivers attract more otters.,A,She cautions that conditions affected visibility.,,reading|information and ideas|evaluating evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch02-reading-070,reading,medium,6,"""The playwright admits the comedic subplot was added late to offset the drama-imagined storyline’s grief."" What does the playwright reveal?",The subplot lightens the tone intentionally.,The play is purely comedic.,The subplot replaces the main story.,The audience disliked the change.,A,It was added to balance tragedy.,,reading|information and ideas|author intent,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
