_id,subject,difficulty,difficultyScore,questionText,optionA,optionB,optionC,optionD,correctAnswer,explanation,graph,tags,metadata.generatedBy,metadata.generatedAt,metadata.timesUsed,metadata.averageAccuracy,metadata.averageTimeSpent,createdAt,updatedAt
batch06-math-020,math,easy,4,"Find the slope of the line passing through (7, -6) and (11, -2).",1,-1,0,2,A,Apply the slope formula.,,coordinate geometry|slope,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-021,math,medium,6,Line m has slope 0.6666666666666666. What is the slope of a line perpendicular to m?,1.5,-0.5,-2.5,-1.5,D,"Perpendicular slopes are negative reciprocals, so slope = -1.5.",,coordinate geometry|perpendicular,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-022,math,medium,6,Line m has slope -3. What is the slope of a line perpendicular to m?,1.33,-0.67,-0.33,0.33,D,"Perpendicular slopes are negative reciprocals, so slope = 0.33.",,coordinate geometry|perpendicular,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-023,math,hard,8,"What is the distance between (-9, -4) and (-3, 8)?",14.42,12.42,-13.42,13.42,D,Apply the distance formula.,,coordinate geometry|distance,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-024,math,hard,8,"Find the slope of the line passing through (-8, 3) and (6, -2).",-1.36,0.64,0.36,-0.36,D,Apply the slope formula.,,coordinate geometry|slope,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-025,math,medium,6,The line graph shows monthly library visits. Which month had the largest increase from the previous month?,April,January,March,February,C,March shows the steepest upward jump.,"{""type"":""line"",""data"":[{""month"":""Jan"",""visits"":420},{""month"":""Feb"",""visits"":450},{""month"":""Mar"",""visits"":580},{""month"":""Apr"",""visits"":610}],""config"":{""title"":""Monthly Library Visits"",""xLabel"":""Month"",""yLabel"":""Visits"",""dataKeys"":[""visits""],""showGrid"":true}}",problem solving and data analysis|line graph,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-026,math,easy,4,"A survey recorded test scores: 72, 78, 85, 88, 92. What is the median score?",85,88,78,90,A,The middle value in the ordered list is 85.,,statistics|median,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-027,math,medium,6,"A box plot shows test times with Q1 = 20, median = 28, Q3 = 36, minimum = 12 minutes. What is the IQR?",20,18,14,16,D,IQR = Q3 - Q1 = 36 - 20 = 16.,,statistics|box plot,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-028,math,medium,6,The histogram shows daily steps (thousands) for 60 walkers. Which range contains the median?,6,12,8,10,C,The 30th value falls in the 7-9 thousand range.,"{""type"":""histogram"",""data"":[{""range"":""3-5"",""walkers"":8},{""range"":""5-7"",""walkers"":14},{""range"":""7-9"",""walkers"":22},{""range"":""9-11"",""walkers"":12},{""range"":""11-13"",""walkers"":4}],""config"":{""title"":""Daily Steps"",""xLabel"":""Steps (thousands)"",""yLabel"":""Walkers"",""dataKeys"":[""walkers""],""showGrid"":true}}",problem solving and data analysis|histogram,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-029,math,hard,8,"A two-way table shows 80 students by grade and sport: 32 freshmen, 24 sophomores, 18 juniors, 6 seniors. If 45 play soccer, how many sophomores play soccer?",18,24,15,21,C,Use totals to solve for the missing cell (15).,,problem solving and data analysis|two-way tables,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-030,math,medium,6,The bar chart shows recycling collected (pounds) each quarter. Which quarter exceeded the average by the most?,Q4,Q2,Q1,Q3,D,Q3's bar is highest relative to the mean.,"{""type"":""bar"",""data"":[{""quarter"":""Q1"",""pounds"":180},{""quarter"":""Q2"",""pounds"":210},{""quarter"":""Q3"",""pounds"":280},{""quarter"":""Q4"",""pounds"":230}],""config"":{""title"":""Recycling by Quarter"",""xLabel"":""Quarter"",""yLabel"":""Pounds"",""dataKeys"":[""pounds""],""showGrid"":true}}",problem solving and data analysis|bar chart,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-031,math,easy,4,"A pie chart shows transportation modes: 30% car, 25% bus, 20% bike, 15% walk, 10% other. What percent uses public transit (bus)?",35,30,20,25,D,Bus represents 25% of commuters.,,problem solving and data analysis|pie chart,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-032,math,medium,6,The scatter plot shows study hours vs. test scores. At which study hour does the model predict a score of 85?,16,10,14,12,D,The trend line intersects 85 at 12 hours.,"{""type"":""scatter"",""data"":[{""hours"":8,""score"":72},{""hours"":10,""score"":78},{""hours"":12,""score"":85},{""hours"":14,""score"":90},{""hours"":16,""score"":94}],""config"":{""title"":""Study Hours vs Test Score"",""xLabel"":""Hours"",""yLabel"":""Score"",""showGrid"":true}}",problem solving and data analysis|scatter plot,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-033,math,medium,6,The quadratic y = x^2 - 12x + 32 intersects the x-axis at which values?,x = 3 or x = 9,x = 4 or x = 8,x = -4 or x = -8,x = 2 or x = 16,B,Factor to (x - 4)(x - 8) = 0.,,passport to advanced math|quadratic roots,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-034,math,medium,6,What is the vertex form of f(x) = x^2 + 8x + 7?,(x + 4)^2 + 9,(x - 4)^2 + 9,(x - 4)^2 - 9,(x + 4)^2 - 9,D,Complete the square: x^2 + 8x + 16 - 9.,,passport to advanced math|vertex form,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-035,math,medium,6,"A population triples every 4 years starting at 2,500. About how many after 12 years?",67500,45000,75000,60000,A,"Three tripling periods: 2,500 × 3^3 = 67,500.",,passport to advanced math|exponential growth,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-036,math,hard,8,"A substance loses 15% of its volume each hour. If initial volume is 800 mL, how much remains after 5 hours?",380,420,354.29,400,C,800 × (0.85)^5 ≈ 354.29.,,passport to advanced math|exponential decay,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-037,math,medium,6,Solve for x: log_2 (x + 3) = 5.,29,31,28,27,A,x + 3 = 2^5 = 32 → x = 29.,,passport to advanced math|logarithms,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-038,math,hard,8,What is (3 + 4i)(2 - i)?,14 - 3i,10 + 5i,2 + 11i,6 - 4i,B,Multiply: 6 - 3i + 8i - 4i^2 = 6 + 5i + 4 = 10 + 5i.,,passport to advanced math|complex numbers,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-039,math,easy,4,The arithmetic sequence a_n = 20 - 4(n - 1). What is a_6?,4,-4,8,0,D,a_6 = 20 - 4×5 = 0.,,passport to advanced math|sequences,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-040,math,easy,4,"If f(x) = 3x + 2 and g(x) = x^2 - 1, what is f(g(4))?",44,50,47,41,C,"g(4) = 15, so f(15) = 3(15) + 2 = 47.",,passport to advanced math|function composition,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-041,math,hard,8,What is (x + 5)(x^2 - 3x + 2) expanded?,x^3 + 2x^2 - 13x + 10,x^3 - 2x^2 + 13x - 10,x^3 - 8x^2 + 15x - 10,x^3 + 8x^2 - 15x + 10,A,Multiply each term: x^3 - 3x^2 + 2x + 5x^2 - 15x + 10 = x^3 + 2x^2 - 13x + 10.,,passport to advanced math|polynomials,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-042,math,easy,4,"A triangle has side lengths 7, 11, and 14. What is its perimeter?",32,35,30,33,A,Sum the side lengths.,,geometry|perimeter,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-043,math,medium,6,A circle with radius 14 cm subtends a central angle of 60°. What is the arc length? (π ≈ 3.14),18.84,16.75,12.28,14.65,D,Arc length = (60/360)·2π(14) ≈ 14.65.,,geometry|circles,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-044,math,medium,6,A right cylinder has radius 6 inches and height 10 inches. What is its volume? (π ≈ 3.14),1130.4,1413,942,1256,A,"V = πr²h = 3.14·36·10 ≈ 1,130.4.",,geometry|volume,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-045,math,medium,6,"Vector a = <5, -2> and vector b = <-3, 6>. What is |a + b|?",4.47,5.39,6.32,3.61,A,"a + b = <2, 4>; magnitude = √(2² + 4²) = √20.",,geometry|vectors,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-046,math,easy,4,"A pie chart shows budget allocation: Rent 40%, Food 25%, Transport 20%, Savings 10%, Other 5%. What percent is rent plus food?",55,65,60,70,B,Combine 40% + 25% = 65%.,"{""type"":""pie"",""data"":[{""name"":""Rent"",""value"":40},{""name"":""Food"",""value"":25},{""name"":""Transport"",""value"":20},{""name"":""Savings"",""value"":10},{""name"":""Other"",""value"":5}],""config"":{""title"":""Monthly Budget (%)"",""showLegend"":true}}",problem solving and data analysis|pie chart,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-047,math,easy,4,"In △PQR, angle P = 50°, angle Q = 70°. What is the measure of angle R?",70,60,50,80,B,"Angles sum to 180°, so R = 180 - 50 - 70 = 60°.",,geometry|angles,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-048,math,easy,4,"A survey recorded daily steps: 8,500, 9,200, 9,200, 10,100, 11,800. What is the median?",10100,9200,9000,9600,B,"Ordered list's middle value is 9,200.",,statistics|median,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-049,math,medium,6,A sector of radius 12 cm has area 94.2 cm². What is the central angle (degrees)? (π ≈ 3.14),120,60,90,75,D,θ = (area × 360) / (πr²) = (94.2 × 360) / (3.14 × 144) ≈ 75°.,,geometry|circles,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-math-050,math,medium,6,"A data table lists sales (thousands) for 2020–2023: 52, 58, 51, 47. What is the percent decrease from 2020 to 2023?",8.5,10.5,9.6,12,C,((52 - 47) / 52) × 100 ≈ 9.6%.,,problem solving and data analysis|percent change,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-051,reading,easy,4,"""The renovated observatory now houses a digital telescope, where students track asteroids and measure light from distant galaxies."" What is the main focus?",Students use the observatory for astronomical research.,The observatory was destroyed last year.,Students dislike the new equipment.,Asteroids are no longer studied.,A,The passage describes student research activities.,,reading|information and ideas|main idea,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-052,reading,easy,4,"""When the director extended library hours, night-shift workers celebrated, recalling how early closures had forced them to study at cafes."" What inference can be drawn?",Extended hours help workers who study late.,Workers dislike libraries.,Libraries are now closed permanently.,Cafes replaced libraries.,A,Their celebration suggests the change addresses their needs.,,reading|information and ideas|inference,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-053,reading,medium,6,"""Dr. Chen describes her climate-modeling work with measured enthusiasm, noting that each simulation reveals both patterns and surprises."" Which term best describes Dr. Chen's tone?",Balanced,Dismissive,Melancholic,Indifferent,A,Her measured approach shows balance.,,reading|craft and structure|tone,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-054,reading,medium,6,"""Because ancient pollen grains preserve in lake sediments, paleobotanists extract cores to reconstruct past vegetation."" What is the purpose of the sentence?",To explain how scientists study historical plant life.,To warn about lake pollution.,To describe modern diets.,To compare lakes to oceans.,A,It explains the research methodology.,,reading|information and ideas|purpose,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-055,reading,medium,6,"""Though the archive fills only two rooms, its digitized collections span centuries of local newspapers, photographs, and oral histories."" Which word best replaces ""only"" without changing the meaning?",Merely,Extensively,Temporarily,Vaguely,A,"""Merely"" matches the sense of small scale.",,reading|craft and structure|vocabulary,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-056,reading,hard,8,"""At first, Sam thought the mural's geometric patterns were purely abstract; later he recognized the shapes mapped neighborhoods affected by highway construction."" How does Sam's perspective change?",He moves from seeing abstraction to recognizing social commentary.,He decides murals are obsolete.,He insists the artist change the design.,He stops supporting public art.,A,He uncovers the deeper meaning.,,reading|information and ideas|perspective,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-057,reading,medium,6,"""Weather stations logged that robins arrived two weeks earlier than typical during the mildest winter in decades."" What does the data suggest?",Warmer winters may trigger earlier migrations.,Bird migrations are random.,Cold prevents migrations entirely.,Stations caused the migration.,A,Early arrival coincided with mild weather.,,reading|information and ideas|data relationships,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-058,reading,medium,6,"""Initially, the team's shared spreadsheet confused volunteers, yet it eventually answered every question about which tasks were complete."" What can be concluded?",The spreadsheet proved useful despite initial confusion.,Volunteers ignored the data.,The spreadsheet failed.,The spreadsheet was deleted.,A,It resolved questions over time.,,reading|information and ideas|function,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-059,reading,medium,6,"""Instead of following recipes, Chef Lin listens for the oil's sizzle and watches vegetables soften before adding the final spices."" What does the figurative language imply?",Cooking relies on sensory observation.,The chef refuses to use spices.,The kitchen is silent.,Recipes are banned.,A,She relies on sound and visual cues.,,reading|craft and structure|figurative language,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-060,reading,medium,6,"""After visiting the seed library, Jordan argued that preserving crop diversity requires restoring the farms where those varieties once grew."" Which claim does Jordan make?",Storage must be paired with farm restoration.,Seed libraries should close.,Labs alone can protect diversity.,Farms no longer matter.,A,He emphasizes restoration plus storage.,,reading|information and ideas|claims,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-061,reading,easy,4,"""Coach Martinez's three-word reminder—""Breathe, focus, execute""—settled the debate team before finals."" What effect did the coach's words have?",They calmed the team.,They caused an argument.,They ended the competition.,They changed the lineup.,A,The passage says the team settled.,,reading|information and ideas|textual evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-062,reading,medium,6,"""During testing, Alex replaced a heavy battery with a lighter one, saving eight ounces but cutting runtime by three hours."" What trade-off occurs?",Less weight but shorter runtime.,More weight and shorter runtime.,Less weight and longer runtime.,No change in runtime.,A,Weight decreases while runtime drops.,,reading|information and ideas|cause and effect,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-063,reading,hard,8,"""The archaeologist alternates between cataloging pottery shards and questioning whether their production eventually strained the region's clay resources."" How is the essay structured?",By alternating description with analysis.,By presenting dialogue only.,By listing unrelated facts.,By summarizing diaries.,A,It toggles between cataloging and critique.,,reading|craft and structure|text structure,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-064,reading,medium,6,"""These rock layers are time capsules,"" the geologist said, pointing to fossilized leaves pressed between shale."" What does the metaphor convey?",The layers preserve historical evidence.,The layers repel researchers.,The layers are literal capsules.,The layers contain clocks.,A,"""Time capsules"" implies preserved records.",,reading|craft and structure|figurative language,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-065,reading,medium,6,"""The reporter contrasts a photo of three streetcars from 1920 with today's image of a crowded bus stop."" What is the likely purpose?",To highlight how public transit changed.,To advertise tourism.,To critique photography.,To describe weather.,A,Juxtaposition shows change over time.,,reading|information and ideas|comparison,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-066,reading,medium,6,"""Margins filled with ""check pH Tuesday,"" ""order supplies Friday"" reveal the lab manager planning ahead on paper."" What do the notes reveal?",She is organizing future tasks.,She has finished all work.,She ignores procedures.,She is doodling.,A,The notes capture planned actions.,,reading|information and ideas|evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-067,reading,medium,6,"""Though the quintet practiced every transition, the cellist reminded them to leave room for her cadenza."" What instruction is being given?",Allow space for the solo passage.,Play faster to finish early.,Skip the cadenza entirely.,Replace the cellist.,A,She asks for musical space.,,reading|information and ideas|purpose,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-068,reading,hard,8,"""Two newspaper articles describe the same town meeting: one highlights the orderly discussion, the other emphasizes voices lost in the crowd."" What does this reveal?",Reporters emphasize different aspects of events.,The meeting never happened.,Both articles oppose discussion.,The articles were copied.,A,Different focuses show perspective.,,reading|synthesis|multiple sources,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-069,reading,medium,6,"""Although this year's butterfly count dropped, the naturalist noted that heavy rains kept many species in shelter."" Which interpretation aligns with the passage?",Lower counts may stem from weather conditions.,Butterflies left the region permanently.,Rain guarantees better counts.,Naturalists stopped counting.,A,She warns about observation limits.,,reading|information and ideas|evaluating evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-070,reading,medium,6,"""The playwright explains that weaving a humorous subplot into the drama prevents audiences from emotional overload."" What does the playwright reveal?",The subplot balances the serious storyline.,The play is purely comedic.,The subplot replaces the main plot.,Audiences dislike drama.,A,It balances emotional tone.,,reading|information and ideas|author intent,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-071,reading,medium,6,"""Publishing soil-testing protocols enabled teams in three countries to replicate carbon-sequestration measurements."" What does this support?",Sharing methods improves reproducibility.,Protocols should stay secret.,Soil cannot be studied.,Replication harms science.,A,Shared methods enable replication.,,reading|information and ideas|scientific reasoning,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-072,reading,hard,8,"""In his memoir, the test pilot recounts the celebrated flight as a cautionary tale: the crew ignored a minor warning light minutes before takeoff."" What is the memoir's warning?",Success can mask overlooked risks.,Warning lights are useless.,Flights should never proceed.,Pilots should not write memoirs.,A,He highlights danger in ignoring warnings.,,reading|information and ideas|theme,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-073,reading,easy,4,"""Ravi noted ""Hive Twelve slow—check for disease Monday"" in his beekeeping journal."" What is Ravi planning?",A disease inspection next week.,Moving the hive immediately.,Harvesting honey that day.,Selling the hive.,A,His note schedules an inspection.,,reading|information and ideas|textual evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch06-reading-074,reading,medium,6,"""Charting volunteer hours against trees planted showed morning crews planted nearly twice as many saplings as afternoon crews."" What conclusion follows?",Morning productivity exceeds afternoon productivity.,Afternoon crews should be eliminated.,Tree counts were inaccurate.,Volunteers dislike afternoons.,A,Morning crews planted more trees.,,reading|data interpretation|information and ideas,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
