_id,subject,difficulty,difficultyScore,questionText,optionA,optionB,optionC,optionD,correctAnswer,explanation,graph,tags,metadata.generatedBy,metadata.generatedAt,metadata.timesUsed,metadata.averageAccuracy,metadata.averageTimeSpent,createdAt,updatedAt
batch03-math-015,math,hard,8,Solve the system: 7x + -3y = 38 and x - y = -2. What is x?,8,-11,13,11,D,Substitute x = y + -2 into the first equation to get y = 13 and x = 11.,,heart of algebra|systems of equations,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-016,math,hard,8,Solve the system: 4x + 1y = 22 and x - y = 3. What is x?,7,2,-5,5,D,Substitute x = y + 3 into the first equation to get y = 2 and x = 5.,,heart of algebra|systems of equations,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-017,math,medium,6,"What is the distance between (-3, 4) and (5, -2)?",9,10,11,-10,B,Apply the distance formula.,,coordinate geometry|distance,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-018,math,easy,4,"What is the distance between (7, -6) and (-1, -6)?",7,9,-8,8,D,Apply the distance formula.,,coordinate geometry|distance,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-019,math,medium,6,"Find the slope of the line passing through (-4, 3) and (2, 9).",-1,2,1,0,C,Apply the slope formula.,,coordinate geometry|slope,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-020,math,easy,4,"Find the slope of the line passing through (6, -5) and (10, -1).",1,-1,0,2,A,Apply the slope formula.,,coordinate geometry|slope,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-021,math,medium,6,Line m has slope 0.75. What is the slope of a line perpendicular to m?,-1.33,-0.33,1.33,-2.33,A,"Perpendicular slopes are negative reciprocals, so slope = -1.33.",,coordinate geometry|perpendicular,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-022,math,medium,6,Line m has slope -2. What is the slope of a line perpendicular to m?,3.5,-0.5,1.5,0.5,D,"Perpendicular slopes are negative reciprocals, so slope = 0.5.",,coordinate geometry|perpendicular,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-023,math,hard,8,"What is the distance between (-8, -3) and (-2, 7)?",-11.66,11.66,10.66,12.66,B,Apply the distance formula.,,coordinate geometry|distance,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-024,math,hard,8,"Find the slope of the line passing through (-7, 2) and (5, -1).",-0.25,0.75,0.25,-1.25,A,Apply the slope formula.,,coordinate geometry|slope,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-025,math,medium,6,The line graph shows the total peer-tutoring hours each week. During which week did hours increase the most compared with the previous week?,1,3,4,2,B,"Week 3 jumps by 7 hours (18 → 25), the largest increase.","{""type"":""line"",""data"":[{""week"":1,""hours"":14},{""week"":2,""hours"":18},{""week"":3,""hours"":25},{""week"":4,""hours"":30}],""config"":{""title"":""Peer Tutoring Hours"",""xLabel"":""Week"",""yLabel"":""Hours"",""dataKeys"":[""hours""],""showGrid"":true}}",problem solving and data analysis|line graph,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-026,math,easy,4,"A science club recorded lab attendance for four days: 18, 24, 26, 32 students. What is the mean attendance?",25,26,24,28,A,(18 + 24 + 26 + 32) / 4 = 25.,,statistics|averages,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-027,math,medium,6,"A box plot of commute times has Q1 = 18, median = 24, Q3 = 32, and a minimum of 10 minutes. What is the interquartile range?",14,12,16,20,A,IQR = Q3 - Q1 = 32 - 18 = 14.,,statistics|box plot,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-028,math,medium,6,The histogram displays daily water consumption (gallons) for 50 homes. Which interval contains the median value?,35,55,65,45,D,Cumulative totals place the 25th value in the 40–49 bin.,"{""type"":""histogram"",""data"":[{""range"":""20-29"",""homes"":6},{""range"":""30-39"",""homes"":10},{""range"":""40-49"",""homes"":18},{""range"":""50-59"",""homes"":11},{""range"":""60-69"",""homes"":5}],""config"":{""title"":""Daily Water Use"",""xLabel"":""Gallons"",""yLabel"":""Homes"",""dataKeys"":[""homes""],""showGrid"":true}}",problem solving and data analysis|histogram,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-029,math,hard,8,"A two-way table shows 60 students choosing electives. 28 prefer art, 21 prefer engineering, and the rest choose music. If 34 students are sophomores, how many sophomores selected engineering?",21,12,17,14,B,Use row/column totals to solve for the missing cell (12).,,problem solving and data analysis|two-way tables,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-030,math,medium,6,The bar chart lists waste diverted each month (tons). In which month did diversion exceed the average by the largest margin?,March,April,May,June,C,May’s bar is highest relative to the mean.,"{""type"":""bar"",""data"":[{""month"":""Mar"",""tons"":12},{""month"":""Apr"",""tons"":15},{""month"":""May"",""tons"":21},{""month"":""Jun"",""tons"":17}],""config"":{""title"":""Waste Diversion"",""xLabel"":""Month"",""yLabel"":""Tons"",""dataKeys"":[""tons""],""showGrid"":true}}",problem solving and data analysis|bar chart,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-031,math,easy,4,"A survey’s pie chart shows 35% of commuters bike, 40% take transit, 15% walk, and 10% drive. What percentage uses active modes (bike or walk)?",55,45,50,60,C,Active modes total 35% + 15% = 50%.,,problem solving and data analysis|pie chart,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-032,math,medium,6,"The table shows scholarships awarded: Biology 18, Chemistry 12, Physics 9, Earth Science 6. What fraction went to Physics?",1/5,2/9,1/4,3/10,A,"Physics received 9 of 45 awards, so 1/5.",,problem solving and data analysis|ratios,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-033,math,medium,6,The quadratic y = x^2 - 10x + 21 intersects the x-axis at which values?,x = 2 or x = 8,x = 3 or x = 7,x = 1 or x = 21,x = -3 or x = -7,B,Factor to (x - 3)(x - 7) = 0.,,passport to advanced math|quadratic roots,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-034,math,medium,6,What is the vertex form of f(x) = x^2 + 6x + 5?,(x - 3)^2 + 4,(x + 3)^2 - 4,(x + 3)^2 + 4,(x - 3)^2 - 4,B,Complete the square: x^2 + 6x + 9 - 4.,,passport to advanced math|vertex form,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-035,math,medium,6,"A culture doubles every 5 hours starting at 1,200 cells. About how many after 15 hours?",9600,7200,8400,10800,A,"Three doubling periods: 1,200 × 2^3 = 9,600.",,passport to advanced math|exponential growth,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-036,math,hard,8,"A material loses 12% of its mass each day. If initial mass is 900 g, how much remains after 4 days?",600,580,549.15,640,C,900 × (0.88)^4 ≈ 549.15.,,passport to advanced math|exponential decay,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-037,math,medium,6,Solve for x: log_3 (x - 2) = 4.,85,83,81,82,B,x - 2 = 3^4 = 81 → x = 83.,,passport to advanced math|logarithms,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-038,math,hard,8,Solve: 5/(x - 1) + 2/(x + 3) = 3.,2,1,-3,-1,B,Multiply through and solve: x = 1 (extraneous checked).,,passport to advanced math|rational equations,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-039,math,easy,4,The arithmetic sequence a_n = 12 - 3(n - 1). What is a_8?,-9,-12,-15,-6,A,a_8 = 12 - 3×7 = -9.,,passport to advanced math|sequences,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-040,math,easy,4,"If f(x) = 2x - 5 and g(x) = x^2 + 1, what is f(g(3))?",17,13,11,15,D,"g(3)=10, f(10)=2(10)-5=15.",,passport to advanced math|function composition,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-041,math,easy,4,"A triangle has side lengths 9, 10, and 13. What is its perimeter?",36,32,33,30,B,Sum the side lengths.,,geometry|perimeter,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-042,math,medium,6,A circle with radius 11 cm subtends a central angle of 45°. What is the arc length? (π ≈ 3.14),9.42,7.21,11.5,8.64,D,Arc length = (θ/360)·2πr.,,geometry|circles,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-043,math,medium,6,A right cone has radius 5 inches and height 12 inches. What is its volume? (π ≈ 3.14),376.8,235.5,188.4,314,D,V = (1/3)πr²h = (1/3)·3.14·25·12.,,geometry|volume,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-044,math,medium,6,"Vector a = <4, -1> and b = <-2, 5>. What is |a + b|?",4.47,3.61,5.39,5.83,A,"a + b = <2, 4>; magnitude = sqrt(2² + 4²) = sqrt(20).",,geometry|vectors,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-045,math,easy,4,"A circle graph shows greenhouse energy use: Lighting 28%, HVAC 33%, Irrigation 19%, Computing 12%, Other 8%. What percent is lighting plus HVAC?",59,52,61,64,C,Combine 28% + 33% = 61%.,"{""type"":""pie"",""data"":[{""name"":""Lighting"",""value"":28},{""name"":""HVAC"",""value"":33},{""name"":""Irrigation"",""value"":19},{""name"":""Computing"",""value"":12},{""name"":""Other"",""value"":8}],""config"":{""title"":""Greenhouse Energy Use (%)"",""showLegend"":true}}",problem solving and data analysis|pie chart,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-046,math,easy,4,"In △LMN, angle L = 45°, angle M = 65°. What is the measure of angle N?",75,70,85,60,B,"Angles sum to 180°, so N = 180 - 45 - 65 = 70°.",,geometry|angles,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-047,math,easy,4,"A survey recorded daily steps (in thousands) for five runners: 9, 12, 12, 15, 18. What is the median?",15,11,12,13.5,C,Ordered list’s middle value is 12.,,statistics|median,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-048,math,medium,6,A sector of radius 10 cm has area 78.5 cm². What is the central angle (degrees)? (π ≈ 3.14),45,75,60,90,D,θ = (area × 360) / (πr²) = (78.5 × 360) / (3.14 × 100) ≈ 90°.,,geometry|circles,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-049,math,medium,6,"A data table lists carbon emissions (tons) for 2019–2022: 48, 52, 44, 41. What is the overall percent decrease from 2019 to 2022?",12.5,20,16.7,14.6,D,((48 - 41) / 48) × 100 ≈ 14.6%.,,problem solving and data analysis|percent change,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-math-050,math,medium,6,The scatter plot shows bike rentals vs. temperature. At which temperature does the model predict roughly 420 rentals?,82,74,70,78,D,420 rentals align with the 78°F data point.,"{""type"":""scatter"",""data"":[{""temp"":62,""rentals"":260},{""temp"":68,""rentals"":310},{""temp"":74,""rentals"":360},{""temp"":78,""rentals"":420},{""temp"":82,""rentals"":450}],""config"":{""title"":""Bike Rentals vs Temperature"",""xLabel"":""Temperature (°F)"",""yLabel"":""Rentals"",""showGrid"":true}}",problem solving and data analysis|scatter plot,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-051,reading,easy,4,"""The refurbished makerspace sits beside the river, where Paola now tests recycled polymers for lightweight boat hulls."" What is the main idea?",Paola uses the makerspace to experiment with recycled materials.,The river flooded the makerspace last year.,Paola dislikes the refurbished facility.,Boat manufacturing is prohibited.,A,The sentence highlights Paola’s experiments in the makerspace.,,reading|information and ideas|main idea,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-052,reading,easy,4,"""When the music director shortened rehearsals, brass players welcomed the change, remembering exhausting marathon practices in prior seasons."" What inference can be drawn?",Shorter rehearsals are appreciated because previous ones were tiring.,The brass section dislikes music.,Rehearsals are now canceled entirely.,Prior seasons had no rehearsals.,A,Their relief suggests earlier rehearsals were exhausting.,,reading|information and ideas|inference,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-053,reading,medium,6,"""Malik narrates his solar-kite experiments with dry wit, insisting the kite demanded hazard pay after every rooftop landing."" Which term best describes Malik’s tone?",Humorous,Angry,Melancholic,Detached,A,His playful exaggeration shows humor.,,reading|craft and structure|tone,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-054,reading,medium,6,"""Because thawing permafrost releases long-trapped pollen, botanists analyze the grains to reconstruct Arctic plant histories."" What is the purpose of the sentence?",To explain how botanists collect historical data.,To warn hikers about permafrost.,To describe modern pollen diets.,To compare permafrost to deserts.,A,It explains the research method.,,reading|information and ideas|purpose,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-055,reading,medium,6,"""Though the exhibit occupies a single room, its rotating cases display ship logs, sonar maps, and divers’ oral histories."" Which word best replaces ""single"" without changing the meaning?",Modest,Lavish,Tempestuous,Ambiguous,A,“Modest” matches the sense of small scale.,,reading|craft and structure|vocabulary,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-056,reading,hard,8,"""Initially, Rina thought the quilt’s circuitry motif was purely decorative; later she realized the dimmed patches marked neighborhoods left behind by factory closures."" How does Rina’s perspective change?",She moves from seeing the quilt as decoration to recognizing its commentary on closures.,She decides quilts are obsolete.,She insists the artist redo the pattern.,She stops supporting textile art.,A,She uncovers the deeper meaning.,,reading|information and ideas|perspective,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-057,reading,medium,6,"""Sensors on the marsh towers logged that egrets migrated a week earlier than usual during the warmest autumn on record."" What does the data suggest?",Warmer weather may trigger earlier departures.,Bird migrations are random.,Heat prevents migrations entirely.,Sensors caused the migration.,A,Early migration coincided with warmth.,,reading|information and ideas|data relationships,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-058,reading,medium,6,"""Elena’s color-coded spreadsheet first frustrated the compost volunteers, yet it later settled every question about who had turned which pile."" What can be concluded?",The spreadsheet proved useful despite initial doubts.,Volunteers ignored the data.,The compost piles failed.,The spreadsheet was destroyed.,A,It resolved disputes.,,reading|information and ideas|function,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-059,reading,medium,6,"""Rather than weigh spices, Chef Omari listens for the skillet’s hiss and watches the sauce bronze before finishing with smoked paprika."" What does the figurative language imply?",Cooking is guided by sensory cues.,The chef refuses to use spices.,The kitchen is silent.,Measurements are banned.,A,He relies on sound and color.,,reading|craft and structure|figurative language,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-060,reading,medium,6,"""After touring the heirloom seed vault, Anish argued that preserving biodiversity requires restoring the terraces where those seeds once sprouted."" Which claim does Anish make?",Storage must be paired with habitat restoration.,Seed vaults should close.,Labs alone can protect biodiversity.,Terraces no longer matter.,A,He emphasizes restoration plus storage.,,reading|information and ideas|claims,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-061,reading,easy,4,"""Coach Gupta’s two-line pep talk—“Stay loose, trust your stride”—quieted the relay team."" What effect did the coach’s words have?",They calmed the runners.,They caused an argument.,They ended the meet.,They changed the lineup.,A,The passage says the team quieted.,,reading|information and ideas|textual evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-062,reading,medium,6,"""During prototyping, Keisha swapped a bulky battery for a slimmer one, saving half a pound but reducing runtime by two hours."" What trade-off occurs?",Less weight but shorter runtime.,More weight and shorter runtime.,Less weight and longer runtime.,No change in runtime.,A,Weight decreases while runtime drops.,,reading|information and ideas|cause and effect,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-063,reading,hard,8,"""The historian alternates between cataloging irrigation gates and questioning whether their upkeep eventually sank the city budget."" How is the essay structured?",By alternating description with analysis.,By presenting dialogue only.,By listing unrelated facts.,By summarizing memoirs.,A,It toggles between description and critique.,,reading|craft and structure|text structure,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-064,reading,medium,6,"""“These dunes are archives,” the geomorphologist said, brushing a layer of charcoal embedded in the sand."" What does the metaphor convey?",The dunes preserve historical evidence.,The dunes repel researchers.,The dunes are museums.,The dunes contain literal books.,A,“Archives” implies stored records.,,reading|craft and structure|figurative language,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-065,reading,medium,6,"""The journalist contrasts a photo of five ferries from 1910 with today’s image of a packed terminal."" What is the likely purpose?",To highlight how terminal usage changed.,To advertise tourism.,To critique photography.,To describe weather.,A,Juxtaposition shows change.,,reading|information and ideas|comparison,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-066,reading,medium,6,"""Margins scribbled with “retest nitrate,” “adjust pH Friday” show the lab assistant thinking aloud on paper."" What do the notes reveal?",She is planning her next steps in real time.,She has finished the experiment.,She ignores the procedure.,She is doodling.,A,The notes capture immediate actions.,,reading|information and ideas|evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-067,reading,medium,6,"""Though the quartet rehearsed every cue, the violist reminded them to leave space for her improvisation."" What instruction is being given?",Allow flexibility for the solo.,Play faster to finish early.,Skip the solo entirely.,Replace the violist.,A,She asks for musical space.,,reading|information and ideas|purpose,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-068,reading,hard,8,"""Two abolitionist letters describe the same mass meeting: one praises the orderly vote, the other laments voices drowned out in the crowd."" What does this reveal?",Eyewitnesses emphasize different aspects of events.,The meeting never happened.,Both letters oppose abolition.,The letters were plagiarized.,A,Different focuses show perspective.,,reading|synthesis|multiple sources,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-069,reading,medium,6,"""Although this year’s otter count fell, the biologist noted that flood-stage rivers hid many burrows."" Which interpretation aligns with the passage?",Lower sightings may stem from poor conditions.,Otters left the region permanently.,Floods guarantee better counts.,Biologists stopped counting.,A,She warns about observation limits.,,reading|information and ideas|evaluating evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-070,reading,medium,6,"""The playwright explains that weaving a comedic subplot into the tragedy keeps audiences from emotional exhaustion."" What does the playwright reveal?",The subplot offsets the heavier storyline.,The play is purely comedic.,The subplot replaces the main plot.,Audiences dislike tragedy.,A,It balances tone.,,reading|information and ideas|author intent,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-071,reading,medium,6,"""Publishing wetland sampling protocols allowed teams in two countries to replicate carbon measurements."" What does this support?",Sharing methods improves reproducibility.,Protocols should stay secret.,Wetlands cannot be studied.,Replication hurts science.,A,Shared methods enable replication.,,reading|information and ideas|scientific reasoning,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-072,reading,hard,8,"""In her memoir, the aerospace engineer recounts the celebrated launch as a warning: the crew ignored a small sensor spike minutes before liftoff."" What is the memoir’s warning?",Success can hide overlooked risks.,Sensor data is useless.,Launches should never proceed.,Engineers should not write memoirs.,A,She highlights danger in ignoring data.,,reading|information and ideas|theme,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-073,reading,easy,4,"""Savita noted “Hive Nine slow—inspect for mites Thursday” in her apiary log."" What is Savita planning?",A mite inspection later that week.,Moving the hive off-site immediately.,Harvesting honey that day.,Selling the hive.,A,Her note schedules an inspection.,,reading|information and ideas|textual evidence,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
batch03-reading-074,reading,medium,6,"""Plotting volunteer shifts against litter collected showed dawn crews gathered nearly twice as much trash as evening crews."" What conclusion follows?",Cleanup productivity peaks at dawn.,Evening crews should be eliminated.,Trash totals were inaccurate.,Volunteers dislike evenings.,A,Dawn crews collected more trash.,,reading|data interpretation|information and ideas,manual,2025-01-01T00:00:00.000Z,0,0,0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z
